ID,S_ID,Case Number,Description,District,Ward,FBI Code,Year
4878107,316,HM491806,FINANCIAL ID THEFT: OVER $300,14.0,1.0,6,2003.0
5008159,317,HK338208,DOMESTIC BATTERY SIMPLE,9.0,16.0,08B,2004.0
5008165,318,HK354291,PRO EMP HANDS NO/MIN INJURY,9.0,20.0,08B,2004.0
5009607,319,HM618137,FINANCIAL ID THEFT: OVER $300,8.0,16.0,6,2004.0
5009920,320,HM619494,AGG CRIMINAL SEXUAL ABUSE,18.0,27.0,17,2002.0
5011031,321,HM618576,FINANCIAL ID THEFT:$300 &UNDER,25.0,30.0,6,2002.0
5011366,322,HM621526,SEX ASSLT OF CHILD BY FAM MBR,25.0,31.0,2,2004.0
5011478,323,HM621542,FINANCIAL ID THEFT: OVER $300,4.0,10.0,6,2004.0
5012534,324,HM622387,FINANCIAL ID THEFT: OVER $300,2.0,4.0,6,2004.0
5014886,325,HM622084,FINANCIAL ID THEFT: OVER $300,7.0,6.0,6,2003.0
5016141,326,HM618471,FINANCIAL ID THEFT:$300 &UNDER,25.0,37.0,6,2001.0
5018820,327,HM626502,FINANCIAL ID THEFT: OVER $300,17.0,30.0,6,2001.0
5019682,328,HM628148,AGG CRIM SEX ABUSE FAM MEMBER,22.0,34.0,20,2004.0
5022500,329,HM628169,FINANCIAL ID THEFT: OVER $300,20.0,40.0,6,2004.0
5022547,330,HM627977,CREDIT CARD FRAUD,19.0,32.0,11,2004.0
5022771,331,HM631507,FINANCIAL ID THEFT: OVER $300,4.0,7.0,6,2002.0
4897138,332,HM512864,FORGERY,12.0,25.0,10,2003.0
4897978,333,HM513230,FINANCIAL ID THEFT:$300 &UNDER,15.0,29.0,6,2003.0
5024718,334,HM633986,FINANCIAL ID THEFT: OVER $300,12.0,26.0,6,2001.0
5032094,335,HM640633,AGG CRIM SEX ABUSE FAM MEMBER,15.0,29.0,20,2004.0
5032047,336,HM638296,ATTEMPT FINANCIAL IDENTITY THEFT,17.0,33.0,6,2001.0
5033686,337,HM594320,AGG SEX ASSLT OF CHILD FAM MBR,12.0,25.0,2,2002.0
5032467,338,HM626261,FINANCIAL ID THEFT: OVER $300,7.0,15.0,6,2002.0
5033985,339,HM628345,FINANCIAL ID THEFT: OVER $300,25.0,37.0,6,2001.0
5034612,340,HM637876,FINANCIAL ID THEFT: OVER $300,8.0,23.0,6,2002.0
5036565,341,HM642723,FINANCIAL ID THEFT: OVER $300,14.0,35.0,6,2003.0
4908440,342,HM525021,PREDATORY,11.0,2.0,2,2003.0
5038957,343,HM553333,AGG CRIM SEX ABUSE FAM MEMBER,8.0,15.0,20,2003.0
4912131,344,HM527786,FINANCIAL ID THEFT: OVER $300,22.0,19.0,6,2003.0
5039601,345,HM648439,FINANCIAL ID THEFT:$300 &UNDER,25.0,31.0,6,2004.0
5040487,346,HM649832,FINANCIAL ID THEFT: OVER $300,5.0,9.0,6,2003.0
5040517,347,HM649944,FINANCIAL ID THEFT: OVER $300,24.0,49.0,6,2003.0
5040574,348,HM650120,FINANCIAL ID THEFT:$300 &UNDER,25.0,37.0,6,2001.0
5041788,349,HM646587,FINANCIAL ID THEFT: OVER $300,2.0,5.0,6,2001.0
4916432,350,HM475000,OVER $500,1.0,2.0,6,2003.0
5043940,351,HM643895,FINANCIAL ID THEFT: OVER $300,5.0,34.0,6,2003.0
5044499,352,HM653475,FINANCIAL ID THEFT: OVER $300,9.0,16.0,6,2001.0
5047692,353,HM655780,ILLEGAL USE CASH CARD,3.0,5.0,11,2002.0
5047914,354,HM655854,FINANCIAL ID THEFT: OVER $300,4.0,7.0,6,2001.0
5047993,355,HM652116,FINANCIAL ID THEFT: OVER $300,3.0,20.0,6,2003.0
5049052,356,HM655975,FINANCIAL ID THEFT: OVER $300,7.0,20.0,6,2004.0
5049941,357,HM657473,AGG CRIM SEX ABUSE FAM MEMBER,17.0,33.0,20,2002.0
5071098,358,HM678237,AGG CRIM SEX ABUSE FAM MEMBER,10.0,25.0,20,2003.0
5052200,359,HM660066,FINANCIAL ID THEFT: OVER $300,7.0,16.0,6,2003.0
5052224,360,HM660159,AGG: FINANCIAL ID THEFT,4.0,7.0,6,2004.0
5052244,361,HM659800,CREDIT CARD FRAUD,3.0,20.0,11,2002.0
4924968,362,HM538116,AGG CRIMINAL SEXUAL ABUSE,22.0,21.0,17,2003.0
5053882,363,HM659812,FRAUD OR CONFIDENCE GAME,1.0,42.0,11,2004.0
5054256,364,HM658103,CRIM SEX ABUSE BY FAM MEMBER,5.0,9.0,20,2002.0
5055852,365,HM663848,FINANCIAL ID THEFT: OVER $300,9.0,11.0,6,2003.0
5059247,366,HM661782,AGG SEX ASSLT OF CHILD FAM MBR,6.0,17.0,2,2002.0
5059839,367,HM667316,FINANCIAL ID THEFT: OVER $300,24.0,50.0,6,2004.0
5060485,368,HM667712,FINANCIAL ID THEFT: OVER $300,7.0,17.0,6,2004.0
5060504,369,HM667765,FINANCIAL ID THEFT: OVER $300,20.0,48.0,6,2003.0
5062069,370,HM669095,FINANCIAL ID THEFT: OVER $300,11.0,37.0,6,2001.0
5063447,371,HM669279,FINANCIAL ID THEFT: OVER $300,19.0,46.0,6,2004.0
4934110,372,HM548212,AGG: FINANCIAL ID THEFT,22.0,21.0,6,2003.0
5065590,373,HM671756,FINANCIAL ID THEFT:$300 &UNDER,14.0,35.0,6,2002.0
5065961,374,HK799039,POSS: CANNABIS 30GMS OR LESS,5.0,9.0,18,2004.0
4935122,375,HM547273,FINANCIAL ID THEFT:$300 &UNDER,25.0,30.0,6,2003.0
5066296,376,HM669623,FINANCIAL ID THEFT: OVER $300,24.0,50.0,6,2004.0
5066335,377,HM667375,FINANCIAL ID THEFT: OVER $300,14.0,35.0,6,2004.0
5066529,378,HM667066,AGG CRIMINAL SEXUAL ABUSE,6.0,17.0,17,2004.0
4936228,379,HM552511,$500 AND UNDER,3.0,6.0,6,2003.0
5067574,380,HM669891,FINANCIAL ID THEFT: OVER $300,25.0,30.0,6,2001.0
5067889,381,HM671570,FINANCIAL ID THEFT:$300 &UNDER,24.0,50.0,6,2004.0
5070272,382,HM671449,HARASSMENT BY TELEPHONE,19.0,44.0,26,2004.0
5070847,383,HM677527,HARASSMENT BY TELEPHONE,19.0,46.0,26,2001.0
5071649,384,HM678005,CREDIT CARD FRAUD,15.0,29.0,11,2001.0
5071769,385,HM677726,FINANCIAL ID THEFT: OVER $300,3.0,5.0,6,2001.0
4942268,386,HM541316,SEX ASSLT OF CHILD BY FAM MBR,4.0,7.0,2,2003.0
5072755,387,HM678883,FINANCIAL ID THEFT: OVER $300,24.0,40.0,6,2003.0
4942948,388,HM556279,FINANCIAL ID THEFT: OVER $300,8.0,23.0,6,2003.0
5073716,389,HM679854,FINANCIAL ID THEFT: OVER $300,19.0,32.0,6,2001.0
5074838,390,HM681141,FINANCIAL ID THEFT:$300 &UNDER,9.0,14.0,6,2003.0
5075137,391,HM681262,FINANCIAL ID THEFT: OVER $300,14.0,26.0,6,2004.0
5075217,392,HM681476,FINANCIAL ID THEFT: OVER $300,4.0,8.0,6,2003.0
5076190,393,HM680872,FINANCIAL ID THEFT:$300 &UNDER,5.0,9.0,6,2003.0
4946529,394,HM560202,FINANCIAL ID THEFT:$300 &UNDER,4.0,7.0,6,2003.0
5076557,395,HM682729,FINANCIAL ID THEFT: OVER $300,6.0,6.0,6,2004.0
5076883,396,HM678994,FINANCIAL ID THEFT: OVER $300,9.0,11.0,6,2003.0
4947271,397,HM561017,CRIM SEX ABUSE BY FAM MEMBER,11.0,24.0,20,2003.0
5077847,398,HM681005,OVER $500,25.0,36.0,6,2002.0
5077956,399,HM683381,FINANCIAL ID THEFT: OVER $300,18.0,43.0,6,2002.0
4947630,400,HM561130,FINANCIAL ID THEFT: OVER $300,12.0,2.0,6,2003.0
5078367,401,HM683468,COUNTERFEIT CHECK,1.0,2.0,10,2004.0
5082695,402,HM683104,FINANCIAL ID THEFT: OVER $300,7.0,16.0,6,2002.0
5085109,403,HM690336,FROM BUILDING,18.0,42.0,6,2004.0
5086585,404,HM690786,FINANCIAL ID THEFT:$300 &UNDER,3.0,20.0,6,2004.0
5086798,405,HM691328,AGG CRIM SEX ABUSE FAM MEMBER,2.0,4.0,20,2002.0
5226992,406,HN104658,FINANCIAL ID THEFT: OVER $300,15.0,37.0,6,2002.0
5087119,407,HM690447,FINANCIAL ID THEFT: OVER $300,12.0,2.0,6,2003.0
4955978,408,HM569372,FINANCIAL ID THEFT:$300 &UNDER,15.0,29.0,6,2003.0
5088134,409,HM692663,FROM BUILDING,2.0,5.0,6,2002.0
4956456,410,HM569642,AGG CRIMINAL SEXUAL ABUSE,11.0,28.0,17,2003.0
5088776,411,HM693036,FINANCIAL ID THEFT:$300 &UNDER,9.0,16.0,6,2001.0
4956765,412,HM570017,AGG SEX ASSLT OF CHILD FAM MBR,10.0,24.0,2,2003.0
5089458,413,HM690625,CRIM SEX ABUSE BY FAM MEMBER,25.0,35.0,20,2003.0
5089469,414,HM693542,FINANCIAL ID THEFT: OVER $300,8.0,15.0,6,2002.0
5089933,415,HM689065,FINANCIAL ID THEFT: OVER $300,4.0,8.0,6,2003.0
4958701,416,HM571519,FINANCIAL ID THEFT: OVER $300,9.0,12.0,6,2003.0
5091512,417,HM695128,FINANCIAL ID THEFT: OVER $300,7.0,16.0,6,2001.0
5091987,418,HM695399,FINANCIAL ID THEFT:$300 &UNDER,19.0,46.0,6,2003.0
5092447,419,HM696013,FINANCIAL ID THEFT: OVER $300,22.0,21.0,6,2001.0
5093738,420,HM696871,FINANCIAL ID THEFT: OVER $300,11.0,37.0,6,2003.0
5095813,421,HM698550,FROM BUILDING,6.0,6.0,6,2003.0
5095748,422,HM694645,FINANCIAL ID THEFT: OVER $300,4.0,8.0,6,2003.0
4963554,423,HM567766,FINANCIAL ID THEFT:$300 &UNDER,25.0,31.0,6,2003.0
5098662,424,HM700582,OTHER VEHICLE OFFENSE,14.0,1.0,26,2002.0
5099117,425,HM676806,AGG SEX ASSLT OF CHILD FAM MBR,8.0,15.0,2,2003.0
5099304,426,HM701560,SIMPLE,19.0,43.0,08B,2003.0
4966803,427,HM577236,FINANCIAL ID THEFT: OVER $300,22.0,34.0,6,2003.0
5100309,428,HM690907,FINANCIAL ID THEFT: OVER $300,8.0,15.0,6,2003.0
5100956,429,HM703010,AUTOMOBILE,15.0,29.0,7,2004.0
5101703,430,HM702771,FRAUD OR CONFIDENCE GAME,16.0,45.0,11,2004.0
4968382,431,HM556556,FINANCIAL ID THEFT:$300 &UNDER,25.0,30.0,6,2003.0
5102780,432,HM704651,FINANCIAL ID THEFT:$300 &UNDER,7.0,6.0,6,2003.0
4969681,433,HM583166,FINANCIAL ID THEFT: OVER $300,11.0,24.0,6,2003.0
4970816,434,HM583325,FINANCIAL ID THEFT:$300 &UNDER,18.0,42.0,6,2003.0
5105338,435,HM706621,HARASSMENT BY TELEPHONE,12.0,27.0,26,2004.0
5105437,436,HM706669,AGG CRIM SEX ABUSE FAM MEMBER,10.0,25.0,20,2002.0
5105618,437,HM706380,FINANCIAL ID THEFT: OVER $300,4.0,7.0,6,2003.0
4971841,438,HM584676,OVER $500,1.0,42.0,6,2003.0
5105711,439,HM706432,FINANCIAL ID THEFT: OVER $300,17.0,39.0,6,2004.0
5107620,440,HM706817,AUTOMOBILE,7.0,15.0,7,2004.0
5107672,441,HM708411,SEXUAL EXPLOITATION OF A CHILD,19.0,44.0,17,2003.0
5108804,442,HM704231,EMBEZZLEMENT,18.0,43.0,12,2002.0
5111693,443,HM705512,FINANCIAL ID THEFT: OVER $300,12.0,25.0,6,2004.0
5111756,444,HM710228,AGG SEX ASSLT OF CHILD FAM MBR,8.0,14.0,2,2004.0
5111980,445,HM705230,FINANCIAL ID THEFT: OVER $300,10.0,22.0,6,2003.0
5112012,446,HM701096,FINANCIAL ID THEFT:$300 &UNDER,9.0,14.0,6,2002.0
5112207,447,HM712166,FINANCIAL ID THEFT: OVER $300,3.0,20.0,6,2004.0
5112350,448,HM705095,FINANCIAL ID THEFT:$300 &UNDER,8.0,13.0,6,2004.0
4979600,449,HM591100,SEX ASSLT OF CHILD BY FAM MBR,6.0,18.0,2,2003.0
4980140,450,HM594140,FINANCIAL ID THEFT: OVER $300,7.0,20.0,6,2003.0
4982212,451,HM595275,FINANCIAL ID THEFT:$300 &UNDER,14.0,26.0,6,2003.0
4982250,452,HM595330,FINANCIAL ID THEFT: OVER $300,8.0,15.0,6,2003.0
5118013,453,HM713506,FINANCIAL ID THEFT:$300 &UNDER,12.0,2.0,6,2004.0
5119035,454,HM719464,AUTOMOBILE,3.0,6.0,7,2004.0
5119699,455,HM719547,AGG CRIMINAL SEXUAL ABUSE,22.0,21.0,17,2002.0
5120145,456,HM720234,FINANCIAL ID THEFT:$300 &UNDER,10.0,24.0,6,2002.0
4987121,457,HM599051,FINANCIAL ID THEFT: OVER $300,9.0,25.0,6,2003.0
4988918,458,HM600518,FINANCIAL ID THEFT: OVER $300,8.0,15.0,6,2003.0
4989824,459,HM601511,CRIM SEX ABUSE BY FAM MEMBER,8.0,13.0,20,2003.0
4990231,460,HM600273,FINANCIAL ID THEFT: OVER $300,22.0,34.0,6,2003.0
5126009,461,HM719130,FINANCIAL ID THEFT: OVER $300,5.0,6.0,6,2002.0
5126486,462,HM725195,FINANCIAL ID THEFT: OVER $300,12.0,2.0,6,2003.0
4993866,463,HM573309,OTHER WEAPONS VIOLATION,4.0,7.0,26,2003.0
5129791,464,HM727698,CHILD PORNOGRAPHY,20.0,48.0,17,2002.0
5129931,465,HM727945,HARASSMENT BY TELEPHONE,2.0,3.0,26,2004.0
4996721,466,HM608582,CRIM SEX ABUSE BY FAM MEMBER,11.0,24.0,20,2003.0
5131204,467,HM726066,PREDATORY,18.0,27.0,2,2002.0
5132713,468,HM730764,FINANCIAL ID THEFT:$300 &UNDER,12.0,27.0,6,2002.0
5133491,469,HM731161,FINANCIAL ID THEFT: OVER $300,8.0,23.0,6,2003.0
5001037,470,HM611980,FINANCIAL ID THEFT: OVER $300,17.0,30.0,6,2003.0
5136589,471,HM731766,CREDIT CARD FRAUD,19.0,44.0,11,2004.0
5135425,472,HM732645,FRAUD OR CONFIDENCE GAME,5.0,9.0,11,2004.0
5135738,473,HM732781,AUTOMOBILE,25.0,31.0,7,2001.0
5002555,474,HM613271,AGG CRIM SEX ABUSE FAM MEMBER,25.0,30.0,20,2003.0
5138548,475,HM735932,OBSTRUCTING JUSTICE,10.0,12.0,24,2004.0
5143290,476,HM670576,INDECENT SOLICITATION/CHILD,12.0,27.0,17,2004.0
5143448,477,HM739680,FORGERY,16.0,41.0,10,2001.0
5143522,478,HM733256,PREDATORY,11.0,28.0,2,2004.0
5143762,479,HM741409,HARASSMENT BY TELEPHONE,3.0,20.0,26,2001.0
5144076,480,HM742302,SEX ASSLT OF CHILD BY FAM MBR,9.0,12.0,2,2002.0
5146111,481,HM743312,FINANCIAL ID THEFT: OVER $300,11.0,27.0,6,2004.0
5146665,482,HM744459,FINANCIAL ID THEFT:$300 &UNDER,25.0,26.0,6,2001.0
5147738,483,HM740459,AGG SEX ASSLT OF CHILD FAM MBR,9.0,16.0,2,2001.0
5148072,484,HM744955,CREDIT CARD FRAUD,3.0,5.0,11,2003.0
5148524,485,HM745176,FINANCIAL ID THEFT: OVER $300,2.0,4.0,6,2003.0
5149245,486,HJ487633,OVER $500,12.0,42.0,6,2003.0
5017497,487,HM626469,HARASSMENT BY TELEPHONE,14.0,35.0,26,2003.0
5151266,488,HM745297,FINANCIAL ID THEFT:$300 &UNDER,25.0,29.0,6,2002.0
5152467,489,HM745565,FINANCIAL ID THEFT: OVER $300,6.0,6.0,6,2004.0
5153028,490,HM745997,FINANCIAL ID THEFT: OVER $300,5.0,9.0,6,2001.0
5153968,491,HM749814,FORGERY,6.0,6.0,10,2003.0
5157386,492,HM753245,UNLAWFUL ENTRY,25.0,31.0,5,2004.0
5157903,493,HM754044,FINANCIAL ID THEFT: OVER $300,2.0,5.0,6,2002.0
5158218,494,HM754502,TO VEHICLE,1.0,2.0,14,2003.0
5160149,495,HM755810,FINANCIAL ID THEFT: OVER $300,2.0,4.0,6,2002.0
5160191,496,HM755713,OVER $500,1.0,42.0,6,2004.0
5160330,497,HM755705,FINANCIAL ID THEFT:$300 &UNDER,6.0,17.0,6,2004.0
5163213,498,HM748312,AGG SEX ASSLT OF CHILD FAM MBR,10.0,22.0,2,2002.0
5166376,499,HM760621,TO PROPERTY,7.0,3.0,14,2003.0
5165697,500,HM759866,FINANCIAL ID THEFT: OVER $300,9.0,16.0,6,2004.0
5167822,501,HM759738,FINANCIAL ID THEFT: OVER $300,15.0,29.0,6,2002.0
5172625,502,HM765868,CRIMINAL TRANSMISSION OF HIV,6.0,8.0,17,2004.0
5173737,503,HM767383,FINANCIAL ID THEFT: OVER $300,2.0,3.0,6,2003.0
5173762,504,HM766521,FINANCIAL ID THEFT: OVER $300,5.0,9.0,6,2003.0
5173903,505,HM764699,FINANCIAL ID THEFT:$300 &UNDER,25.0,31.0,6,2003.0
5175022,506,HM486129,CRIM SEX ABUSE BY FAM MEMBER,6.0,21.0,20,2004.0
5175110,507,HM486134,CRIM SEX ABUSE BY FAM MEMBER,6.0,21.0,20,2004.0
5175213,508,HM767969,FINANCIAL ID THEFT: OVER $300,8.0,13.0,6,2004.0
5176106,509,HM768151,FINANCIAL ID THEFT: OVER $300,9.0,14.0,6,2002.0
5176394,510,HM769304,FROM BUILDING,12.0,25.0,6,2002.0
5176650,511,HM758960,FINANCIAL ID THEFT: OVER $300,11.0,27.0,6,2004.0
5177923,512,HM770031,FINANCIAL ID THEFT: OVER $300,7.0,17.0,6,2001.0
5177979,513,HM770155,FINANCIAL ID THEFT: OVER $300,22.0,21.0,6,2003.0
5181189,514,HM769242,FINANCIAL ID THEFT: OVER $300,8.0,14.0,6,2003.0
5181992,515,HM772000,FINANCIAL ID THEFT: OVER $300,5.0,9.0,6,2001.0
5182448,516,HM773464,FINANCIAL ID THEFT: OVER $300,15.0,29.0,6,2003.0
5183327,517,HM774686,FINANCIAL ID THEFT: OVER $300,15.0,28.0,6,2004.0
5184251,518,HM775261,FRAUD OR CONFIDENCE GAME,22.0,19.0,11,2004.0
5185594,519,HM775837,FINANCIAL ID THEFT: OVER $300,15.0,37.0,6,2002.0
5185806,520,HM776585,AGG CRIMINAL SEXUAL ABUSE,10.0,24.0,17,2001.0
5186073,521,HM775317,NON-AGGRAVATED,25.0,30.0,2,2004.0
5190096,522,HM779436,PREDATORY,8.0,16.0,2,2002.0
5190122,523,HM779435,PREDATORY,3.0,20.0,2,2001.0
5190630,524,HM782067,OTHER VEHICLE OFFENSE,8.0,13.0,26,2004.0
5191768,525,HM782663,FINANCIAL ID THEFT: OVER $300,25.0,37.0,6,2004.0
5192825,526,HM782728,FINANCIAL ID THEFT: OVER $300,25.0,37.0,6,2003.0
5194726,527,HM780855,AGG: FINANCIAL ID THEFT,25.0,30.0,6,2004.0
5196371,528,HM786677,FINANCIAL ID THEFT: OVER $300,8.0,18.0,6,2004.0
5198314,529,HM781747,FINANCIAL ID THEFT: OVER $300,10.0,24.0,6,2003.0
5199099,530,HM788859,$500 AND UNDER,12.0,27.0,6,2003.0
5201723,531,HM736973,CRIM SEX ABUSE BY FAM MEMBER,25.0,30.0,20,2004.0
5205395,532,HM788749,PREDATORY,22.0,21.0,2,2004.0
5206202,533,HM792408,FINANCIAL ID THEFT: OVER $300,11.0,24.0,6,2002.0
5210685,534,HM799543,FINANCIAL ID THEFT: OVER $300,10.0,24.0,6,2002.0
5212270,535,HM798282,FRAUD OR CONFIDENCE GAME,22.0,21.0,11,2003.0
5212890,536,HM798340,FINANCIAL ID THEFT: OVER $300,25.0,35.0,6,2003.0
5216269,537,HM775857,FROM BUILDING,17.0,39.0,6,2004.0
5217612,538,HN102321,FINANCIAL ID THEFT: OVER $300,24.0,40.0,6,2004.0
5218108,539,HN100863,OVER $500,16.0,41.0,6,2004.0
5219302,540,HN102488,FINANCIAL ID THEFT: OVER $300,8.0,13.0,6,2001.0
5219854,541,HN104275,FINANCIAL ID THEFT: OVER $300,4.0,8.0,6,2004.0
5219995,542,HM602674,AGG CRIMINAL SEXUAL ABUSE,7.0,17.0,17,2004.0
5221368,543,HN101558,FINANCIAL ID THEFT: OVER $300,7.0,6.0,6,2004.0
5222267,544,HN106178,FINANCIAL ID THEFT: OVER $300,16.0,38.0,6,2002.0
5222335,545,HN105716,FINANCIAL ID THEFT: OVER $300,8.0,15.0,6,2004.0
5223307,546,HN107401,ILLEGAL USE CASH CARD,12.0,27.0,11,2002.0
5223662,547,HN107407,FINANCIAL ID THEFT: OVER $300,4.0,7.0,6,2001.0
5225948,548,HN102254,FINANCIAL ID THEFT: OVER $300,10.0,24.0,6,2004.0
5226849,549,HN110016,FINANCIAL ID THEFT: OVER $300,4.0,10.0,6,2004.0
5227579,550,HN110357,FINANCIAL ID THEFT: OVER $300,1.0,2.0,6,2004.0
5228416,551,HN112263,FINANCIAL ID THEFT: OVER $300,20.0,48.0,6,2003.0
5231420,552,HN112532,"TRUCK, BUS, MOTOR HOME",10.0,24.0,7,2004.0
5233406,553,HN115018,OVER $500,12.0,2.0,6,2001.0
5233609,554,HN115182,FINANCIAL ID THEFT: OVER $300,6.0,6.0,6,2004.0
5233791,555,HN115529,FINANCIAL ID THEFT: OVER $300,22.0,34.0,6,2002.0
5235327,556,HN116277,FINANCIAL ID THEFT: OVER $300,4.0,8.0,6,2003.0
5237024,557,HN116441,FINANCIAL ID THEFT: OVER $300,8.0,13.0,6,2003.0
5237081,558,HN114574,CHILD ABDUCTION,22.0,19.0,20,2004.0
5238755,559,HN118317,FORGERY,20.0,40.0,10,2004.0
5242741,560,HN118896,SEXUAL EXPLOITATION OF A CHILD,10.0,22.0,17,2004.0
5244457,561,HN123535,FINANCIAL ID THEFT:$300 &UNDER,25.0,30.0,6,2004.0
5246043,562,HN125398,FINANCIAL ID THEFT:$300 &UNDER,19.0,44.0,6,2003.0
5247960,563,HN126752,FINANCIAL ID THEFT:$300 &UNDER,4.0,7.0,6,2004.0
5250465,564,HN126495,FINANCIAL ID THEFT: OVER $300,6.0,21.0,6,2002.0
5250640,565,HN128586,FINANCIAL ID THEFT: OVER $300,7.0,3.0,6,2001.0
5252295,566,HN129633,FINANCIAL ID THEFT: OVER $300,22.0,19.0,6,2004.0
5252962,567,HN130169,FINANCIAL ID THEFT: OVER $300,7.0,3.0,6,2003.0
5254547,568,HN130485,FINANCIAL ID THEFT: OVER $300,15.0,37.0,6,2004.0
5255203,569,HN128642,FINANCIAL ID THEFT: OVER $300,12.0,25.0,6,2003.0
5255659,570,HN130526,FINANCIAL ID THEFT: OVER $300,8.0,15.0,6,2003.0
5256613,571,HN129080,FINANCIAL ID THEFT: OVER $300,8.0,15.0,6,2002.0
5256866,572,HN130982,TO VEHICLE,11.0,28.0,14,2004.0
5257089,573,HN132595,FINANCIAL ID THEFT: OVER $300,18.0,27.0,6,2002.0
5257282,574,HN131173,FINANCIAL ID THEFT:$300 &UNDER,25.0,29.0,6,2002.0
5257426,575,HN132634,FINANCIAL ID THEFT: OVER $300,25.0,26.0,6,2004.0
5259096,576,HN134246,FINANCIAL ID THEFT: OVER $300,9.0,16.0,6,2001.0
5259252,577,HN134462,AGGRAVATED: OTHER,11.0,28.0,2,2004.0
5264811,578,HN136494,SEX ASSLT OF CHILD BY FAM MBR,3.0,6.0,2,2004.0
5266515,579,HN139777,FINANCIAL ID THEFT: OVER $300,8.0,15.0,6,2002.0
5268211,580,HN140669,FINANCIAL ID THEFT:$300 &UNDER,11.0,27.0,6,2001.0
5268218,581,HN140666,FINANCIAL ID THEFT:$300 &UNDER,14.0,1.0,6,2001.0
5268718,582,HN140854,PREDATORY,6.0,17.0,2,2004.0
5268822,583,HN139360,FINANCIAL ID THEFT: OVER $300,11.0,27.0,6,2003.0
5272490,584,HN142470,FINANCIAL ID THEFT: OVER $300,11.0,27.0,6,2003.0
5274595,585,HN142373,EMBEZZLEMENT,17.0,35.0,12,2004.0
5274857,586,HN141281,FINANCIAL ID THEFT: OVER $300,18.0,42.0,6,2003.0
5277311,587,HN140807,AGG CRIM SEX ABUSE FAM MEMBER,8.0,16.0,20,2003.0
5279023,588,HN142650,FINANCIAL ID THEFT:$300 &UNDER,3.0,20.0,6,2004.0
5280191,589,HN149116,FINANCIAL ID THEFT: OVER $300,7.0,16.0,6,2004.0
5280943,590,HN148238,AUTOMOBILE,6.0,17.0,7,2001.0
5281401,591,G114422,OTHER CRIME AGAINST PERSON,2.0,3.0,26,2001.0
5281580,592,HN149673,AGG CRIM SEX ABUSE FAM MEMBER,9.0,20.0,20,2003.0
5281621,593,HN149283,AGG CRIMINAL SEXUAL ABUSE,16.0,41.0,17,2004.0
5281646,594,HN149369,AGGRAVATED: OTHER,16.0,41.0,2,2003.0
5282079,595,HN150433,AGG CRIM SEX ABUSE FAM MEMBER,25.0,30.0,20,2002.0
5282090,596,HN150549,AGG SEX ASSLT OF CHILD FAM MBR,6.0,17.0,2,2002.0
5285009,597,HN151503,FINANCIAL ID THEFT: OVER $300,12.0,27.0,6,2004.0
5285296,598,HN151762,FINANCIAL ID THEFT: OVER $300,4.0,8.0,6,2002.0
5285337,599,HN152376,FINANCIAL ID THEFT:$300 &UNDER,12.0,25.0,6,2004.0
5285926,600,HN152450,AGG CRIM SEX ABUSE FAM MEMBER,25.0,30.0,20,2004.0
5287811,601,HN153469,FINANCIAL ID THEFT: OVER $300,5.0,9.0,6,2002.0
5288021,602,HN153642,NON-AGGRAVATED,5.0,9.0,2,2004.0
5289418,603,HN149404,FINANCIAL ID THEFT: OVER $300,1.0,42.0,6,2004.0
5291051,604,HN155081,FINANCIAL ID THEFT: OVER $300,3.0,7.0,6,2002.0
5292270,605,HN154577,FINANCIAL ID THEFT:$300 &UNDER,17.0,38.0,6,2002.0
5293745,606,HN157533,AGG SEX ASSLT OF CHILD FAM MBR,10.0,22.0,2,2003.0
5295299,607,HN142474,UNLAWFUL SALE HANDGUN,11.0,24.0,15,2004.0
5299594,608,HN154644,FINANCIAL ID THEFT: OVER $300,16.0,41.0,6,2004.0
5299615,609,HN161271,FINANCIAL ID THEFT: OVER $300,8.0,18.0,6,2004.0
5300150,610,HN135478,FINAN EXPLOIT-ELDERLY/DISABLED,10.0,22.0,11,2002.0
5300168,611,HN162356,FINANCIAL ID THEFT: OVER $300,25.0,29.0,6,2002.0
5304005,612,HN165569,FINANCIAL ID THEFT:$300 &UNDER,8.0,16.0,6,2001.0
5304015,613,HN165289,FINANCIAL ID THEFT: OVER $300,25.0,37.0,6,2003.0
5305771,614,HN166509,OVER $500,1.0,42.0,6,2003.0
5306245,615,HN166337,FORGERY,15.0,29.0,10,2004.0
5306557,616,HN167176,CRIM SEX ABUSE BY FAM MEMBER,10.0,12.0,20,2002.0
5306841,617,HN166778,CREDIT CARD FRAUD,19.0,47.0,11,2004.0
5308121,618,HN164819,FINANCIAL ID THEFT: OVER $300,4.0,10.0,6,2004.0
5308234,619,HN166902,FINANCIAL ID THEFT:$300 &UNDER,4.0,7.0,6,2001.0
5309067,620,HN169022,CREDIT CARD FRAUD,8.0,13.0,11,2004.0
5311937,621,HN168414,FINANCIAL ID THEFT: OVER $300,6.0,6.0,6,2003.0
5312595,622,HN172944,FINANCIAL ID THEFT: OVER $300,7.0,17.0,6,2003.0
5312747,623,HN173349,AGG: FINANCIAL ID THEFT,3.0,6.0,6,2004.0
5314785,624,HN175331,AGG CRIM SEX ABUSE FAM MEMBER,16.0,45.0,20,2003.0
5315546,625,HN174737,ATTEMPT AGG: OTHER,25.0,37.0,2,2003.0
